event,gender,age_group,min_age,max_age,value,points
Hand Release Push-Up,Male,Over 62,62,100,12.0,71
Hand Release Push-Up,Female,Over 62,62,100,12.0,71
Hand Release Push-Up,Male,17-21,17,21,28.0,70
Hand Release Push-Up,Female,17-21,17,21,18.0,70
Hand Release Push-Up,Male,22-26,22,26,25.0,70
Hand Release Push-Up,Female,22-26,22,26,15.0,70
Hand Release Push-Up,Male,27-31,27,31,23.0,70
Hand Release Push-Up,Female,27-31,27,31,14.0,70
Hand Release Push-Up,Male,32-36,32,36,22.0,70
Hand Release Push-Up,Female,32-36,32,36,13.0,70
Hand Release Push-Up,Male,37-41,37,41,20.0,70
Hand Release Push-Up,Female,37-41,37,41,12.0,70
Hand Release Push-Up,Male,42-46,42,46,18.0,70
Hand Release Push-Up,Female,42-46,42,46,0.0,70
Hand Release Push-Up,Male,47-51,47,51,15.0,70
Hand Release Push-Up,Female,47-51,47,51,12.0,70
Hand Release Push-Up,Male,52-56,52,56,14.0,70
Hand Release Push-Up,Female,52-56,52,56,12.0,70
Hand Release Push-Up,Male,57-61,57,61,13.0,70
Hand Release Push-Up,Female,57-61,57,61,12.0,70
Hand Release Push-Up,Male,Over 62,62,100,12.0,70
Hand Release Push-Up,Female,Over 62,62,100,12.0,70
Hand Release Push-Up,Male,17-21,17,21,27.0,69
Hand Release Push-Up,Female,17-21,17,21,17.0,69
Hand Release Push-Up,Male,22-26,22,26,22.0,69
Hand Release Push-Up,Female,22-26,22,26,14.0,69
Hand Release Push-Up,Male,27-31,27,31,21.0,69
Hand Release Push-Up,Female,27-31,27,31,14.0,69
Hand Release Push-Up,Male,32-36,32,36,21.0,69
Hand Release Push-Up,Female,32-36,32,36,13.0,69
Hand Release Push-Up,Male,37-41,37,41,19.0,69
Hand Release Push-Up,Female,37-41,37,41,12.0,69
Hand Release Push-Up,Male,42-46,42,46,17.0,69
Hand Release Push-Up,Female,42-46,42,46,0.0,69
Hand Release Push-Up,Male,47-51,47,51,14.0,69
Hand Release Push-Up,Female,47-51,47,51,12.0,69
Hand Release Push-Up,Male,52-56,52,56,13.0,69
Hand Release Push-Up,Female,52-56,52,56,12.0,69
Hand Release Push-Up,Male,57-61,57,61,13.0,69
Hand Release Push-Up,Female,57-61,57,61,12.0,69
Hand Release Push-Up,Male,Over 62,62,100,12.0,69
Hand Release Push-Up,Female,Over 62,62,100,11.0,69
Hand Release Push-Up,Male,17-21,17,21,25.0,68
Hand Release Push-Up,Female,17-21,17,21,16.0,68
Hand Release Push-Up,Male,22-26,22,26,21.0,68
Hand Release Push-Up,Female,22-26,22,26,13.0,68
Hand Release Push-Up,Male,27-31,27,31,21.0,68
Hand Release Push-Up,Female,27-31,27,31,13.0,68
Hand Release Push-Up,Male,32-36,32,36,20.0,68
Hand Release Push-Up,Female,32-36,32,36,13.0,68
Hand Release Push-Up,Male,37-41,37,41,17.0,68
Hand Release Push-Up,Female,37-41,37,41,12.0,68
Hand Release Push-Up,Male,42-46,42,46,16.0,68
Hand Release Push-Up,Female,42-46,42,46,0.0,68
Hand Release Push-Up,Male,47-51,47,51,13.0,68
Hand Release Push-Up,Female,47-51,47,51,12.0,68
Hand Release Push-Up,Male,52-56,52,56,13.0,68
Hand Release Push-Up,Female,52-56,52,56,12.0,68
Hand Release Push-Up,Male,57-61,57,61,12.0,68
Hand Release Push-Up,Female,57-61,57,61,12.0,68
Hand Release Push-Up,Male,Over 62,62,100,11.0,68
Hand Release Push-Up,Female,Over 62,62,100,11.0,68
Hand Release Push-Up,Male,17-21,17,21,24.0,67
Hand Release Push-Up,Female,17-21,17,21,16.0,67
Hand Release Push-Up,Male,22-26,22,26,21.0,67
Hand Release Push-Up,Female,22-26,22,26,13.0,67
Hand Release Push-Up,Male,27-31,27,31,21.0,67
Hand Release Push-Up,Female,27-31,27,31,13.0,67
Hand Release Push-Up,Male,32-36,32,36,19.0,67
Hand Release Push-Up,Female,32-36,32,36,13.0,67
Hand Release Push-Up,Male,37-41,37,41,16.0,67
Hand Release Push-Up,Female,37-41,37,41,11.0,67
Hand Release Push-Up,Male,42-46,42,46,15.0,67
Hand Release Push-Up,Female,42-46,42,46,11.0,67
Hand Release Push-Up,Male,47-51,47,51,13.0,67
Hand Release Push-Up,Female,47-51,47,51,11.0,67
Hand Release Push-Up,Male,52-56,52,56,12.0,67
Hand Release Push-Up,Female,52-56,52,56,11.0,67
Hand Release Push-Up,Male,57-61,57,61,12.0,67
Hand Release Push-Up,Female,57-61,57,61,11.0,67
Hand Release Push-Up,Male,Over 62,62,100,11.0,67
Hand Release Push-Up,Female,Over 62,62,100,11.0,67
Hand Release Push-Up,Male,17-21,17,21,23.0,66
Hand Release Push-Up,Female,17-21,17,21,15.0,66
Hand Release Push-Up,Male,22-26,22,26,20.0,66
Hand Release Push-Up,Female,22-26,22,26,13.0,66
Hand Release Push-Up,Male,27-31,27,31,20.0,66
Hand Release Push-Up,Female,27-31,27,31,13.0,66
Hand Release Push-Up,Male,32-36,32,36,17.0,66
Hand Release Push-Up,Female,32-36,32,36,12.0,66
Hand Release Push-Up,Male,37-41,37,41,15.0,66
Hand Release Push-Up,Female,37-41,37,41,11.0,66
Hand Release Push-Up,Male,42-46,42,46,14.0,66
Hand Release Push-Up,Female,42-46,42,46,11.0,66
Hand Release Push-Up,Male,47-51,47,51,12.0,66
Hand Release Push-Up,Female,47-51,47,51,11.0,66
Hand Release Push-Up,Male,52-56,52,56,12.0,66
Hand Release Push-Up,Female,52-56,52,56,11.0,66
Hand Release Push-Up,Male,57-61,57,61,12.0,66
Hand Release Push-Up,Female,57-61,57,61,11.0,66
Hand Release Push-Up,Male,Over 62,62,100,11.0,66
Hand Release Push-Up,Female,Over 62,62,100,11.0,66
Hand Release Push-Up,Male,17-21,17,21,22.0,65
Hand Release Push-Up,Female,17-21,17,21,14.0,65
Hand Release Push-Up,Male,22-26,22,26,17.0,65
Hand Release Push-Up,Female,22-26,22,26,12.0,65
Hand Release Push-Up,Male,27-31,27,31,18.0,65
Hand Release Push-Up,Female,27-31,27,31,12.0,65
Hand Release Push-Up,Male,32-36,32,36,16.0,65
Hand Release Push-Up,Female,32-36,32,36,12.0,65
Hand Release Push-Up,Male,37-41,37,41,14.0,65
Hand Release Push-Up,Female,37-41,37,41,11.0,65
Hand Release Push-Up,Male,42-46,42,46,13.0,65
Hand Release Push-Up,Female,42-46,42,46,11.0,65
Hand Release Push-Up,Male,47-51,47,51,12.0,65
Hand Release Push-Up,Female,47-51,47,51,11.0,65
Hand Release Push-Up,Male,52-56,52,56,12.0,65
Hand Release Push-Up,Female,52-56,52,56,11.0,65
Hand Release Push-Up,Male,57-61,57,61,11.0,65
Hand Release Push-Up,Female,57-61,57,61,11.0,65
Hand Release Push-Up,Male,Over 62,62,100,11.0,65
Hand Release Push-Up,Female,Over 62,62,100,11.0,65
Hand Release Push-Up,Male,17-21,17,21,20.0,64
Hand Release Push-Up,Female,17-21,17,21,13.0,64
Hand Release Push-Up,Male,22-26,22,26,16.0,64
Hand Release Push-Up,Female,22-26,22,26,12.0,64
Hand Release Push-Up,Male,27-31,27,31,16.0,64
Hand Release Push-Up,Female,27-31,27,31,12.0,64
Hand Release Push-Up,Male,32-36,32,36,14.0,64
Hand Release Push-Up,Female,32-36,32,36,11.0,64
Hand Release Push-Up,Male,37-41,37,41,13.0,64
Hand Release Push-Up,Female,37-41,37,41,11.0,64
Hand Release Push-Up,Male,42-46,42,46,12.0,64
Hand Release Push-Up,Female,42-46,42,46,11.0,64
Hand Release Push-Up,Male,47-51,47,51,12.0,64
Hand Release Push-Up,Female,47-51,47,51,11.0,64
Hand Release Push-Up,Male,52-56,52,56,11.0,64
Hand Release Push-Up,Female,52-56,52,56,11.0,64
Hand Release Push-Up,Male,57-61,57,61,11.0,64
Hand Release Push-Up,Female,57-61,57,61,11.0,64
Hand Release Push-Up,Male,Over 62,62,100,11.0,64
Hand Release Push-Up,Female,Over 62,62,100,11.0,64
Hand Release Push-Up,Male,17-21,17,21,17.0,63
Hand Release Push-Up,Female,17-21,17,21,13.0,63
Hand Release Push-Up,Male,22-26,22,26,14.0,63
Hand Release Push-Up,Female,22-26,22,26,12.0,63
Hand Release Push-Up,Male,27-31,27,31,14.0,63
Hand Release Push-Up,Female,27-31,27,31,11.0,63
Hand Release Push-Up,Male,32-36,32,36,13.0,63
Hand Release Push-Up,Female,32-36,32,36,11.0,63
Hand Release Push-Up,Male,37-41,37,41,12.0,63
Hand Release Push-Up,Female,37-41,37,41,11.0,63
Hand Release Push-Up,Male,42-46,42,46,12.0,63
Hand Release Push-Up,Female,42-46,42,46,11.0,63
Hand Release Push-Up,Male,47-51,47,51,11.0,63
Hand Release Push-Up,Female,47-51,47,51,11.0,63
Hand Release Push-Up,Male,52-56,52,56,11.0,63
Hand Release Push-Up,Female,52-56,52,56,11.0,63
Hand Release Push-Up,Male,57-61,57,61,11.0,63
Hand Release Push-Up,Female,57-61,57,61,11.0,63
Hand Release Push-Up,Male,Over 62,62,100,11.0,63
Hand Release Push-Up,Female,Over 62,62,100,11.0,63
Hand Release Push-Up,Male,17-21,17,21,16.0,62
Hand Release Push-Up,Female,17-21,17,21,12.0,62
Hand Release Push-Up,Male,22-26,22,26,13.0,62
Hand Release Push-Up,Female,22-26,22,26,11.0,62
Hand Release Push-Up,Male,27-31,27,31,12.0,62
Hand Release Push-Up,Female,27-31,27,31,11.0,62
Hand Release Push-Up,Male,32-36,32,36,12.0,62
Hand Release Push-Up,Female,32-36,32,36,11.0,62
Hand Release Push-Up,Male,37-41,37,41,12.0,62
Hand Release Push-Up,Female,37-41,37,41,11.0,62
Hand Release Push-Up,Male,42-46,42,46,11.0,62
Hand Release Push-Up,Female,42-46,42,46,11.0,62
Hand Release Push-Up,Male,47-51,47,51,11.0,62
Hand Release Push-Up,Female,47-51,47,51,11.0,62
Hand Release Push-Up,Male,52-56,52,56,11.0,62
Hand Release Push-Up,Female,52-56,52,56,11.0,62
Hand Release Push-Up,Male,57-61,57,61,11.0,62
Hand Release Push-Up,Female,57-61,57,61,11.0,62
Hand Release Push-Up,Male,Over 62,62,100,11.0,62
Hand Release Push-Up,Female,Over 62,62,100,11.0,62
Hand Release Push-Up,Male,17-21,17,21,13.0,61
Hand Release Push-Up,Female,17-21,17,21,11.0,61
Hand Release Push-Up,Male,22-26,22,26,12.0,61
Hand Release Push-Up,Female,22-26,22,26,11.0,61
Hand Release Push-Up,Male,27-31,27,31,11.0,61
Hand Release Push-Up,Female,27-31,27,31,11.0,61
Hand Release Push-Up,Male,32-36,32,36,11.0,61
Hand Release Push-Up,Female,32-36,32,36,11.0,61
Hand Release Push-Up,Male,37-41,37,41,11.0,61
Hand Release Push-Up,Female,37-41,37,41,11.0,61
Hand Release Push-Up,Male,42-46,42,46,11.0,61
Hand Release Push-Up,Female,42-46,42,46,11.0,61
Hand Release Push-Up,Male,47-51,47,51,11.0,61
Hand Release Push-Up,Female,47-51,47,51,11.0,61
Hand Release Push-Up,Male,52-56,52,56,11.0,61
Hand Release Push-Up,Female,52-56,52,56,11.0,61
Hand Release Push-Up,Male,57-61,57,61,11.0,61
Hand Release Push-Up,Female,57-61,57,61,11.0,61
Hand Release Push-Up,Male,Over 62,62,100,11.0,61
Hand Release Push-Up,Female,Over 62,62,100,11.0,61
Hand Release Push-Up,Male,17-21,17,21,10.0,60
Hand Release Push-Up,Female,17-21,17,21,10.0,60
Hand Release Push-Up,Male,22-26,22,26,10.0,60
Hand Release Push-Up,Female,22-26,22,26,10.0,60
Hand Release Push-Up,Male,27-31,27,31,10.0,60
Hand Release Push-Up,Female,27-31,27,31,10.0,60
Hand Release Push-Up,Male,32-36,32,36,10.0,60
Hand Release Push-Up,Female,32-36,32,36,10.0,60
Hand Release Push-Up,Male,37-41,37,41,10.0,60
Hand Release Push-Up,Female,37-41,37,41,10.0,60
Hand Release Push-Up,Male,42-46,42,46,10.0,60
Hand Release Push-Up,Female,42-46,42,46,10.0,60
Hand Release Push-Up,Male,47-51,47,51,10.0,60
Hand Release Push-Up,Female,47-51,47,51,10.0,60
Hand Release Push-Up,Male,52-56,52,56,10.0,60
Hand Release Push-Up,Female,52-56,52,56,10.0,60
Hand Release Push-Up,Male,57-61,57,61,10.0,60
Hand Release Push-Up,Female,57-61,57,61,10.0,60
Hand Release Push-Up,Male,Over 62,62,100,10.0,60
Hand Release Push-Up,Female,Over 62,62,100,10.0,60
Hand Release Push-Up,Male,17-21,17,21,9.0,50
Hand Release Push-Up,Female,17-21,17,21,9.0,50
Hand Release Push-Up,Male,22-26,22,26,9.0,50
Hand Release Push-Up,Female,22-26,22,26,9.0,50
Hand Release Push-Up,Male,27-31,27,31,9.0,50
Hand Release Push-Up,Female,27-31,27,31,9.0,50
Hand Release Push-Up,Male,32-36,32,36,9.0,50
Hand Release Push-Up,Female,32-36,32,36,9.0,50
Hand Release Push-Up,Male,37-41,37,41,9.0,50
Hand Release Push-Up,Female,37-41,37,41,9.0,50
Hand Release Push-Up,Male,42-46,42,46,9.0,50
Hand Release Push-Up,Female,42-46,42,46,9.0,50
Hand Release Push-Up,Male,47-51,47,51,9.0,50
Hand Release Push-Up,Female,47-51,47,51,9.0,50
Hand Release Push-Up,Male,52-56,52,56,9.0,50
Hand Release Push-Up,Female,52-56,52,56,9.0,50
Hand Release Push-Up,Male,57-61,57,61,9.0,50
Hand Release Push-Up,Female,57-61,57,61,9.0,50
Hand Release Push-Up,Male,Over 62,62,100,9.0,50
Hand Release Push-Up,Female,Over 62,62,100,9.0,50
Hand Release Push-Up,Male,17-21,17,21,8.0,40
Hand Release Push-Up,Female,17-21,17,21,8.0,40
Hand Release Push-Up,Male,22-26,22,26,8.0,40
Hand Release Push-Up,Female,22-26,22,26,8.0,40
Hand Release Push-Up,Male,27-31,27,31,8.0,40
Hand Release Push-Up,Female,27-31,27,31,8.0,40
Hand Release Push-Up,Male,32-36,32,36,8.0,40
Hand Release Push-Up,Female,32-36,32,36,8.0,40
Hand Release Push-Up,Male,37-41,37,41,8.0,40
Hand Release Push-Up,Female,37-41,37,41,8.0,40
Hand Release Push-Up,Male,42-46,42,46,8.0,40
Hand Release Push-Up,Female,42-46,42,46,8.0,40
Hand Release Push-Up,Male,47-51,47,51,8.0,40
Hand Release Push-Up,Female,47-51,47,51,8.0,40
Hand Release Push-Up,Male,52-56,52,56,8.0,40
Hand Release Push-Up,Female,52-56,52,56,8.0,40
Hand Release Push-Up,Male,57-61,57,61,8.0,40
Hand Release Push-Up,Female,57-61,57,61,8.0,40
Hand Release Push-Up,Male,Over 62,62,100,8.0,40
Hand Release Push-Up,Female,Over 62,62,100,8.0,40
Hand Release Push-Up,Male,17-21,17,21,7.0,30
Hand Release Push-Up,Female,17-21,17,21,7.0,30
Hand Release Push-Up,Male,22-26,22,26,7.0,30
Hand Release Push-Up,Female,22-26,22,26,7.0,30
Hand Release Push-Up,Male,27-31,27,31,7.0,30
Hand Release Push-Up,Female,27-31,27,31,7.0,30
Hand Release Push-Up,Male,32-36,32,36,7.0,30
Hand Release Push-Up,Female,32-36,32,36,7.0,30
Hand Release Push-Up,Male,37-41,37,41,7.0,30
Hand Release Push-Up,Female,37-41,37,41,7.0,30
Hand Release Push-Up,Male,42-46,42,46,7.0,30
Hand Release Push-Up,Female,42-46,42,46,7.0,30
Hand Release Push-Up,Male,47-51,47,51,7.0,30
Hand Release Push-Up,Female,47-51,47,51,7.0,30
Hand Release Push-Up,Male,52-56,52,56,7.0,30
Hand Release Push-Up,Female,52-56,52,56,7.0,30
Hand Release Push-Up,Male,57-61,57,61,7.0,30
Hand Release Push-Up,Female,57-61,57,61,7.0,30
Hand Release Push-Up,Male,Over 62,62,100,7.0,30
Hand Release Push-Up,Female,Over 62,62,100,7.0,30
Hand Release Push-Up,Male,17-21,17,21,6.0,20
Hand Release Push-Up,Female,17-21,17,21,6.0,20
Hand Release Push-Up,Male,22-26,22,26,6.0,20
Hand Release Push-Up,Female,22-26,22,26,6.0,20
Hand Release Push-Up,Male,27-31,27,31,6.0,20
Hand Release Push-Up,Female,27-31,27,31,6.0,20
Hand Release Push-Up,Male,32-36,32,36,6.0,20
Hand Release Push-Up,Female,32-36,32,36,6.0,20
Hand Release Push-Up,Male,37-41,37,41,6.0,20
Hand Release Push-Up,Female,37-41,37,41,6.0,20
Hand Release Push-Up,Male,42-46,42,46,6.0,20
Hand Release Push-Up,Female,42-46,42,46,6.0,20
Hand Release Push-Up,Male,47-51,47,51,6.0,20
Hand Release Push-Up,Female,47-51,47,51,6.0,20
Hand Release Push-Up,Male,52-56,52,56,6.0,20
Hand Release Push-Up,Female,52-56,52,56,6.0,20
Hand Release Push-Up,Male,57-61,57,61,6.0,20
Hand Release Push-Up,Female,57-61,57,61,6.0,20
Hand Release Push-Up,Male,Over 62,62,100,6.0,20
Hand Release Push-Up,Female,Over 62,62,100,6.0,20
Hand Release Push-Up,Male,17-21,17,21,5.0,10
Hand Release Push-Up,Female,17-21,17,21,5.0,10
Hand Release Push-Up,Male,22-26,22,26,5.0,10
Hand Release Push-Up,Female,22-26,22,26,5.0,10
Hand Release Push-Up,Male,27-31,27,31,5.0,10
Hand Release Push-Up,Female,27-31,27,31,5.0,10
Hand Release Push-Up,Male,32-36,32,36,5.0,10
Hand Release Push-Up,Female,32-36,32,36,5.0,10
Hand Release Push-Up,Male,37-41,37,41,5.0,10
Hand Release Push-Up,Female,37-41,37,41,5.0,10
Hand Release Push-Up,Male,42-46,42,46,5.0,10
Hand Release Push-Up,Female,42-46,42,46,5.0,10
Hand Release Push-Up,Male,47-51,47,51,5.0,10
Hand Release Push-Up,Female,47-51,47,51,5.0,10
Hand Release Push-Up,Male,52-56,52,56,5.0,10
Hand Release Push-Up,Female,52-56,52,56,5.0,10
Hand Release Push-Up,Male,57-61,57,61,5.0,10
Hand Release Push-Up,Female,57-61,57,61,5.0,10
Hand Release Push-Up,Male,Over 62,62,100,5.0,10
Hand Release Push-Up,Female,Over 62,62,100,5.0,10
Hand Release Push-Up,Male,17-21,17,21,4.0,0
Hand Release Push-Up,Female,17-21,17,21,4.0,0
Hand Release Push-Up,Male,22-26,22,26,4.0,0
Hand Release Push-Up,Female,22-26,22,26,4.0,0
Hand Release Push-Up,Male,27-31,27,31,4.0,0
Hand Release Push-Up,Female,27-31,27,31,4.0,0
Hand Release Push-Up,Male,32-36,32,36,4.0,0
Hand Release Push-Up,Female,32-36,32,36,4.0,0
Hand Release Push-Up,Male,37-41,37,41,4.0,0
Hand Release Push-Up,Female,37-41,37,41,4.0,0
Hand Release Push-Up,Male,42-46,42,46,4.0,0
Hand Release Push-Up,Female,42-46,42,46,4.0,0
Hand Release Push-Up,Male,47-51,47,51,4.0,0
Hand Release Push-Up,Female,47-51,47,51,4.0,0
Hand Release Push-Up,Male,52-56,52,56,4.0,0
Hand Release Push-Up,Female,52-56,52,56,4.0,0
Hand Release Push-Up,Male,57-61,57,61,4.0,0
Hand Release Push-Up,Female,57-61,57,61,4.0,0
Hand Release Push-Up,Male,Over 62,62,100,4.0,0
Hand Release Push-Up,Female,Over 62,62,100,4.0,0
Sprint-Drag-Carry,Male,17-21,17,21,89.0,100
Sprint-Drag-Carry,Female,17-21,17,21,115.0,100
Sprint-Drag-Carry,Male,22-26,22,26,90.0,100
Sprint-Drag-Carry,Female,22-26,22,26,115.0,100
Sprint-Drag-Carry,Male,27-31,27,31,90.0,100
Sprint-Drag-Carry,Female,27-31,27,31,115.0,100
Sprint-Drag-Carry,Male,32-36,32,36,93.0,100
Sprint-Drag-Carry,Female,32-36,32,36,119.0,100
Sprint-Drag-Carry,Male,37-41,37,41,96.0,100
Sprint-Drag-Carry,Female,37-41,37,41,122.0,100
Sprint-Drag-Carry,Male,42-46,42,46,100.0,100
Sprint-Drag-Carry,Female,42-46,42,46,129.0,100
Sprint-Drag-Carry,Male,47-51,47,51,105.0,100
Sprint-Drag-Carry,Female,47-51,47,51,131.0,100
Sprint-Drag-Carry,Male,52-56,52,56,112.0,100
Sprint-Drag-Carry,Female,52-56,52,56,138.0,100
Sprint-Drag-Carry,Male,57-61,57,61,118.0,100
Sprint-Drag-Carry,Female,57-61,57,61,146.0,100
Sprint-Drag-Carry,Male,Over 62,62,100,129.0,100
Sprint-Drag-Carry,Female,Over 62,62,100,146.0,100
Sprint-Drag-Carry,Male,17-21,17,21,91.0,99
Sprint-Drag-Carry,Female,17-21,17,21,119.0,99
Sprint-Drag-Carry,Male,22-26,22,26,92.0,99
Sprint-Drag-Carry,Female,22-26,22,26,116.0,99
Sprint-Drag-Carry,Male,27-31,27,31,91.0,99
Sprint-Drag-Carry,Female,27-31,27,31,117.0,99
Sprint-Drag-Carry,Male,32-36,32,36,94.0,99
Sprint-Drag-Carry,Female,32-36,32,36,121.0,99
Sprint-Drag-Carry,Male,37-41,37,41,97.0,99
Sprint-Drag-Carry,Female,37-41,37,41,124.0,99
Sprint-Drag-Carry,Male,42-46,42,46,102.0,99
Sprint-Drag-Carry,Female,42-46,42,46,130.0,99
Sprint-Drag-Carry,Male,47-51,47,51,106.0,99
Sprint-Drag-Carry,Female,47-51,47,51,133.0,99
Sprint-Drag-Carry,Male,52-56,52,56,115.0,99
Sprint-Drag-Carry,Female,52-56,52,56,141.0,99
Sprint-Drag-Carry,Male,57-61,57,61,122.0,99
Sprint-Drag-Carry,Female,57-61,57,61,148.0,99
Sprint-Drag-Carry,Male,Over 62,62,100,132.0,99
Sprint-Drag-Carry,Female,Over 62,62,100,148.0,99
Sprint-Drag-Carry,Male,17-21,17,21,94.0,98
Sprint-Drag-Carry,Female,17-21,17,21,122.0,98
Sprint-Drag-Carry,Male,22-26,22,26,93.0,98
Sprint-Drag-Carry,Female,22-26,22,26,120.0,98
Sprint-Drag-Carry,Male,27-31,27,31,94.0,98
Sprint-Drag-Carry,Female,27-31,27,31,121.0,98
Sprint-Drag-Carry,Male,32-36,32,36,97.0,98
Sprint-Drag-Carry,Female,32-36,32,36,125.0,98
Sprint-Drag-Carry,Male,37-41,37,41,100.0,98
Sprint-Drag-Carry,Female,37-41,37,41,130.0,98
Sprint-Drag-Carry,Male,42-46,42,46,104.0,98
Sprint-Drag-Carry,Female,42-46,42,46,135.0,98
Sprint-Drag-Carry,Male,47-51,47,51,110.0,98
Sprint-Drag-Carry,Female,47-51,47,51,142.0,98
Sprint-Drag-Carry,Male,52-56,52,56,117.0,98
Sprint-Drag-Carry,Female,52-56,52,56,148.0,98
Sprint-Drag-Carry,Male,57-61,57,61,123.0,98
Sprint-Drag-Carry,Female,57-61,57,61,154.0,98
Sprint-Drag-Carry,Male,Over 62,62,100,132.0,98
Sprint-Drag-Carry,Female,Over 62,62,100,154.0,98
Sprint-Drag-Carry,Male,17-21,17,21,95.0,97
Sprint-Drag-Carry,Female,17-21,17,21,125.0,97
Sprint-Drag-Carry,Male,22-26,22,26,94.0,97
Sprint-Drag-Carry,Female,22-26,22,26,122.0,97
Sprint-Drag-Carry,Male,27-31,27,31,95.0,97
Sprint-Drag-Carry,Female,27-31,27,31,124.0,97
Sprint-Drag-Carry,Male,32-36,32,36,98.0,97
Sprint-Drag-Carry,Female,32-36,32,36,128.0,97
Sprint-Drag-Carry,Male,37-41,37,41,102.0,97
Sprint-Drag-Carry,Female,37-41,37,41,131.0,97
Sprint-Drag-Carry,Male,42-46,42,46,106.0,97
Sprint-Drag-Carry,Female,42-46,42,46,137.0,97
Sprint-Drag-Carry,Male,47-51,47,51,112.0,97
Sprint-Drag-Carry,Female,47-51,47,51,144.0,97
Sprint-Drag-Carry,Male,52-56,52,56,120.0,97
Sprint-Drag-Carry,Female,52-56,52,56,150.0,97
Sprint-Drag-Carry,Male,57-61,57,61,126.0,97
Sprint-Drag-Carry,Female,57-61,57,61,159.0,97
Sprint-Drag-Carry,Male,Over 62,62,100,133.0,97
Sprint-Drag-Carry,Female,Over 62,62,100,159.0,97
Sprint-Drag-Carry,Male,17-21,17,21,96.0,96
Sprint-Drag-Carry,Female,17-21,17,21,126.0,96
Sprint-Drag-Carry,Male,22-26,22,26,96.0,96
Sprint-Drag-Carry,Female,22-26,22,26,125.0,96
Sprint-Drag-Carry,Male,27-31,27,31,97.0,96
Sprint-Drag-Carry,Female,27-31,27,31,126.0,96
Sprint-Drag-Carry,Male,32-36,32,36,100.0,96
Sprint-Drag-Carry,Female,32-36,32,36,130.0,96
Sprint-Drag-Carry,Male,37-41,37,41,103.0,96
Sprint-Drag-Carry,Female,37-41,37,41,134.0,96
Sprint-Drag-Carry,Male,42-46,42,46,108.0,96
Sprint-Drag-Carry,Female,42-46,42,46,138.0,96
Sprint-Drag-Carry,Male,47-51,47,51,114.0,96
Sprint-Drag-Carry,Female,47-51,47,51,146.0,96
Sprint-Drag-Carry,Male,52-56,52,56,121.0,96
Sprint-Drag-Carry,Female,52-56,52,56,152.0,96
Sprint-Drag-Carry,Male,57-61,57,61,128.0,96
Sprint-Drag-Carry,Female,57-61,57,61,161.0,96
Sprint-Drag-Carry,Male,Over 62,62,100,133.0,96
Sprint-Drag-Carry,Female,Over 62,62,100,161.0,96
Sprint-Drag-Carry,Male,17-21,17,21,97.0,95
Sprint-Drag-Carry,Female,17-21,17,21,128.0,95
Sprint-Drag-Carry,Male,22-26,22,26,97.0,95
Sprint-Drag-Carry,Female,22-26,22,26,126.0,95
Sprint-Drag-Carry,Male,27-31,27,31,98.0,95
Sprint-Drag-Carry,Female,27-31,27,31,128.0,95
Sprint-Drag-Carry,Male,32-36,32,36,101.0,95
Sprint-Drag-Carry,Female,32-36,32,36,131.0,95
Sprint-Drag-Carry,Male,37-41,37,41,105.0,95
Sprint-Drag-Carry,Female,37-41,37,41,135.0,95
Sprint-Drag-Carry,Male,42-46,42,46,109.0,95
Sprint-Drag-Carry,Female,42-46,42,46,140.0,95
Sprint-Drag-Carry,Male,47-51,47,51,115.0,95
Sprint-Drag-Carry,Female,47-51,47,51,148.0,95
Sprint-Drag-Carry,Male,52-56,52,56,123.0,95
Sprint-Drag-Carry,Female,52-56,52,56,155.0,95
Sprint-Drag-Carry,Male,57-61,57,61,129.0,95
Sprint-Drag-Carry,Female,57-61,57,61,164.0,95
Sprint-Drag-Carry,Male,Over 62,62,100,134.0,95
Sprint-Drag-Carry,Female,Over 62,62,100,164.0,95
Sprint-Drag-Carry,Male,17-21,17,21,99.0,94
Sprint-Drag-Carry,Female,17-21,17,21,130.0,94
Sprint-Drag-Carry,Male,22-26,22,26,99.0,94
Sprint-Drag-Carry,Female,22-26,22,26,129.0,94
Sprint-Drag-Carry,Male,27-31,27,31,100.0,94
Sprint-Drag-Carry,Female,27-31,27,31,130.0,94
Sprint-Drag-Carry,Male,32-36,32,36,103.0,94
Sprint-Drag-Carry,Female,32-36,32,36,134.0,94
Sprint-Drag-Carry,Male,37-41,37,41,107.0,94
Sprint-Drag-Carry,Female,37-41,37,41,138.0,94
Sprint-Drag-Carry,Male,42-46,42,46,111.0,94
Sprint-Drag-Carry,Female,42-46,42,46,143.0,94
Sprint-Drag-Carry,Male,47-51,47,51,117.0,94
Sprint-Drag-Carry,Female,47-51,47,51,150.0,94
Sprint-Drag-Carry,Male,52-56,52,56,125.0,94
Sprint-Drag-Carry,Female,52-56,52,56,158.0,94
Sprint-Drag-Carry,Male,57-61,57,61,131.0,94
Sprint-Drag-Carry,Female,57-61,57,61,165.0,94
Sprint-Drag-Carry,Male,Over 62,62,100,135.0,94
Sprint-Drag-Carry,Female,Over 62,62,100,165.0,94
Sprint-Drag-Carry,Male,17-21,17,21,100.0,93
Sprint-Drag-Carry,Female,17-21,17,21,132.0,93
Sprint-Drag-Carry,Male,22-26,22,26,100.0,93
Sprint-Drag-Carry,Female,22-26,22,26,130.0,93
Sprint-Drag-Carry,Male,27-31,27,31,101.0,93
